timestampMs,poorSignal,eegRawValue,eegRawValueVolts,attention,meditation,blinkStrength,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,tagEvent,location
1776112552343,200,51,1.1206054687499999E-5,0,0,0,1233395,795792,417903,589987,861190,860020,144972,194784,Tag0,unknown
1776112552344,200,51,1.1206054687499999E-5,0,0,0,1233395,795792,417903,589987,861190,860020,144972,194784,Tag0,unknown
1776112552344,200,51,1.1206054687499999E-5,0,0,0,1233395,795792,417903,589987,861190,860020,144972,194784,Tag0,unknown
1776112552344,200,51,1.1206054687499999E-5,0,0,0,1233395,795792,417903,589987,861190,860020,144972,194784,Tag0,unknown
1776112552345,200,51,1.1206054687499999E-5,0,0,0,1233395,795792,417903,589987,861190,860020,144972,194784,Tag0,unknown
1776112552345,200,51,1.1206054687499999E-5,0,0,0,1233395,795792,417903,589987,861190,860020,144972,194784,Tag0,unknown
1776112552359,200,50,1.0986328125E-5,0,0,0,1233395,795792,417903,589987,861190,860020,144972,194784,Tag0,unknown
1776112552359,200,49,1.07666015625E-5,0,0,0,1233395,795792,417903,589987,861190,860020,144972,194784,Tag0,unknown
1776112552359,200,49,1.07666015625E-5,0,0,0,1233395,795792,417903,589987,861190,860020,144972,194784,Tag0,unknown
1776112552359,200,48,1.0546875E-5,0,0,0,1233395,795792,417903,589987,861190,860020,144972,194784,Tag0,unknown
1776112552360,200,48,1.0546875E-5,0,0,0,1233395,795792,417903,589987,861190,860020,144972,194784,Tag0,unknown
1776112552360,200,49,1.07666015625E-5,0,0,0,1233395,795792,417903,589987,861190,860020,144972,194784,Tag0,unknown
